Id,SalePrice
2039,217392.3
2040,376430.2
2041,292124.1
2042,195372.6
2043,167377.97
2044,160271.38
2045,207444.11
2046,130681.445
2047,140885.1
2048,135434.23
2049,134195.03
2050,166841.03
2051,102872.2
2052,132284.3
2053,146499.77
2054,77491.18
2055,152042.69
2056,131502.88
2057,115925.58
2058,217093.02
2059,121544.56
2060,162018.6
2061,174224.4
2062,130827.555
2063,111931.625
2064,140402.42
2065,117572.48
2066,168487.9
2067,110205.69
2068,119439.445
2069,85511.25
2070,107843.26
2071,87378.1
2072,126728.21
2073,131734.3
2074,171423.78
2075,141094.98
2076,111606.67
2077,151233.06
2078,128597.664
2079,132442.47
2080,110301.53
2081,111018.6
2082,128582.3
2083,141672.0
2084,108024.664
2085,126085.3
2086,124640.59
2087,120647.164
2088,95051.68
2089,78935.266
2090,128482.67
2091,122307.19
2092,132024.67
2093,133270.4
2094,117036.875
2095,153014.47
2096,82734.59
2097,91931.28
2098,148627.56
2099,53561.52
2100,81866.57
2101,112856.23
2102,122672.84
2103,105288.9
2104,119311.43
2105,123927.36
2106,67573.16
2107,223571.75
2108,115529.62
2109,113776.11
2110,130483.63
2111,143618.31
2112,133869.0
2113,127330.17
2114,110317.41
2115,165009.73
2116,113978.61
2117,153617.06
2118,121189.875
2119,104812.516
2120,111242.69
2121,83794.72
2122,110351.63
2123,87179.45
2124,167457.11
2125,119493.336
2126,157380.75
2127,162478.84
2128,121607.734
2129,95363.22
2130,148012.3
2131,146152.83
2132,111528.92
2133,117925.79
2134,120757.07
2135,87721.65
2136,67293.016
2137,105372.85
2138,127322.33
2139,148468.39
2140,136628.31
2141,138759.45
2142,128555.42
2143,144165.7
2144,100139.87
2145,133716.78
2146,154814.92
2147,138063.56
2148,127508.07
2149,144590.05
2150,235356.92
2151,106080.26
2152,180691.83
2153,163906.55
2154,111607.32
2155,138759.27
2156,288735.53
2157,221925.88
2158,215812.5
2159,186069.67
2160,153963.64
2161,243238.31
2162,394914.25
2163,336094.88
2164,248450.3
2165,179713.03
2166,142728.52
2167,210317.94
2168,196909.9
2169,181168.48
2170,201900.6
2171,148133.39
2172,134862.16
2173,154791.64
2174,222073.86
2175,284960.88
2176,327045.62
2177,237871.94
2178,199481.42
2179,140483.08
2180,212454.39
2181,175526.9
2182,228922.67
2183,187960.34
2184,134365.84
2185,117837.664
2186,143775.39
2187,145886.31
2188,148280.6
2189,199021.61
2190,80507.33
2191,81160.49
2192,92189.81
2193,94377.375
2194,106862.52
2195,101732.195
2196,101494.914
2197,115855.14
2198,152449.1
2199,176574.12
2200,141406.33
2201,140579.73
2202,215000.55
2203,147420.23
2204,180429.3
2205,104996.77
2206,138967.0
2207,172444.53
2208,230145.64
2209,195329.64
2210,120108.36
2211,112634.73
2212,111715.9
2213,111514.55
2214,135396.34
2215,101762.72
2216,138283.48
2217,55641.543
2218,81808.55
2219,57832.07
2220,66215.14
2221,347475.94
2222,255655.84
2223,287117.94
2224,198668.55
2225,118865.78
2226,168628.08
2227,207719.89
2228,263083.78
2229,254221.95
2230,152905.95
2231,211454.19
2232,175668.3
2233,163311.6
2234,248597.86
2235,216196.36
2236,273381.88
2237,359742.66
2238,204335.83
2239,114044.81
2240,156486.95
2241,166580.69
2242,128817.08
2243,125483.4
2244,98576.26
2245,93389.13
2246,144540.72
2247,107242.26
2248,125363.19
2249,122537.91
2250,134908.75
2251,113669.24
2252,171341.78
2253,142670.58
2254,168756.8
2255,187092.33
2256,163447.81
2257,168247.2
2258,159425.5
2259,170454.53
2260,158521.84
2261,165324.9
2262,184762.31
2263,332969.7
2264,434886.5
2265,171093.66
2266,298396.9
2267,361454.72
2268,380994.25
2269,148388.45
2270,168751.33
2271,225359.52
2272,180837.78
2273,165492.48
2274,175794.73
2275,164910.94
2276,177349.17
2277,181774.34
2278,148190.03
2279,127071.96
2280,116538.586
2281,173374.19
2282,181538.02
2283,96356.14
2284,108708.71
2285,132898.62
2286,122319.375
2287,350475.03
2288,289834.66
2289,407774.4
2290,477375.12
2291,314266.34
2292,430857.44
2293,493413.94
2294,443902.8
2295,457071.16
2296,262298.3
2297,312736.62
2298,327586.06
2299,412289.8
2300,332356.78
2301,279105.44
2302,229048.89
2303,238104.75
2304,235424.55
2305,180912.58
2306,177438.2
2307,186486.8
2308,209098.14
2309,280898.66
2310,214326.22
2311,179840.39
2312,164298.22
2313,167529.42
2314,153118.23
2315,163345.14
2316,175812.48
2317,183000.16
2318,173647.52
2319,165931.77
2320,190566.31
2321,248977.0
2322,160104.88
2323,173838.23
2324,150742.8
2325,208703.03
2326,152915.53
2327,203083.6
2328,210984.28
2329,174512.66
2330,169880.61
2331,374487.03
2332,436718.06
2333,331269.47
2334,255914.25
2335,249434.06
2336,337467.22
2337,228708.88
2338,279574.8
2339,214046.17
2340,415796.72
2341,208775.3
2342,237082.17
2343,225126.66
2344,218865.03
2345,231313.42
2346,228344.95
2347,204743.69
2348,246422.12
2349,166091.67
2350,309543.84
2351,258038.55
2352,249479.86
2353,232803.44
2354,132861.69
2355,137337.62
2356,150497.6
2357,194082.16
2358,185618.73
2359,120241.07
2360,114383.36
2361,135861.2
2362,264537.4
2363,138477.84
2364,151365.03
2365,223197.56
2366,190359.95
2367,208156.17
2368,219922.44
2369,216924.73
2370,173909.14
2371,173045.98
2372,188371.08
2373,282742.06
2374,301969.38
2375,255818.31
2376,276394.62
2377,388746.22
2378,134769.88
2379,176058.52
2380,139681.08
2381,157519.94
2382,187989.81
2383,190906.17
2384,230061.45
2385,156659.98
2386,136859.34
2387,135705.22
2388,91609.69
2389,121622.53
2390,144250.73
2391,136920.28
2392,113376.88
2393,156215.98
2394,140465.62
2395,188132.02
2396,139134.34
2397,205792.44
2398,117439.695
2399,52415.457
2400,48876.348
2401,113306.58
2402,139633.72
2403,131549.17
2404,146098.22
2405,169851.86
2406,139395.28
2407,126480.52
2408,140282.42
2409,129050.48
2410,168767.92
2411,116319.08
2412,152168.45
2413,130648.4
2414,146374.1
2415,131497.95
2416,126615.96
2417,129648.766
2418,120886.41
2419,127311.87
2420,121469.45
2421,143162.38
2422,113072.56
2423,116377.67
2424,149895.7
2425,226653.97
2426,121411.04
2427,133749.45
2428,169836.72
2429,119260.34
2430,126961.9
2431,98465.81
2432,138307.47
2433,146817.02
2434,132575.42
2435,145718.61
2436,102366.555
2437,109296.77
2438,121887.6
2439,106668.7
2440,119009.02
2441,99261.25
2442,93652.67
2443,111850.62
2444,124554.63
2445,84060.5
2446,128210.2
2447,191193.58
2448,134960.25
2449,105612.875
2450,148699.08
2451,131625.84
2452,185289.53
2453,93679.984
2454,115072.7
2455,114170.28
2456,133462.98
2457,130456.16
2458,119700.52
2459,107428.79
2460,135632.36
2461,125306.53
2462,134588.92
2463,121056.13
2464,173862.92
2465,132528.33
2466,104441.92
2467,144614.14
2468,78679.65
2469,68070.12
2470,177093.11
2471,211947.55
2472,155873.25
2473,120116.31
2474,78673.88
2475,198775.86
2476,109805.555
2477,128163.39
2478,155622.72
2479,101799.91
2480,136558.7
2481,116736.37
2482,129930.7
2483,108536.03
2484,122454.37
2485,119953.086
2486,153916.94
2487,176662.0
2488,149619.69
2489,144030.28
2490,157628.3
2491,92449.69
2492,185416.16
2493,143869.44
2494,154561.22
2495,81586.68
2496,251076.95
2497,153835.77
2498,104140.05
2499,87164.81
2500,121479.14
2501,141482.83
2502,152070.75
2503,96876.28
2504,185211.2
2505,201846.58
2506,251767.92
2507,277490.25
2508,256897.86
2509,213541.62
2510,206963.36
2511,167688.75
2512,190312.53
2513,195938.03
2514,251766.39
2515,153598.08
2516,162074.9
2517,137371.66
2518,149585.1
2519,212166.03
2520,180550.19
2521,171482.69
2522,207655.19
2523,125001.26
2524,135805.45
2525,142214.33
2526,135984.31
2527,105710.164
2528,128973.68
2529,131777.97
2530,117013.71
2531,241697.48
2532,212381.55
2533,180688.77
2534,221662.19
2535,314587.7
2536,221145.83
2537,219231.0
2538,172484.47
2539,186586.11
2540,171911.3
2541,166322.02
2542,149639.7
2543,122895.23
2544,131740.55
2545,127596.805
2546,136167.1
2547,135191.17
2548,136326.31
2549,148624.3
2550,206839.08
2551,139953.05
2552,124771.04
2553,75927.19
2554,111901.54
2555,113555.805
2556,94991.15
2557,108184.31
2558,147873.62
2559,129124.78
2560,141045.1
2561,131432.62
2562,134472.25
2563,137711.73
2564,176099.14
2565,133897.75
2566,153761.44
2567,126938.78
2568,195227.97
2569,206588.14
2570,118499.7
2571,169163.08
2572,156451.19
2573,216758.34
2574,247949.44
2575,131780.66
2576,122279.5
2577,161877.0
2578,84660.234
2579,57894.582
2580,122594.68
2581,123924.31
2582,110638.56
2583,279439.97
2584,149571.69
2585,175317.17
2586,195586.67
2587,186768.03
2588,138987.33
2589,145872.4
2590,230883.05
2591,200935.45
2592,207862.95
2593,259306.3
2594,176407.73
2595,190344.2
2596,324186.25
2597,183274.86
2598,275069.03
2599,272822.4
2600,176316.88
2601,144250.31
2602,75942.516
2603,86529.48
2604,84456.13
2605,72122.35
2606,140887.45
2607,193998.69
2608,206686.03
2609,151109.7
2610,114191.03
2611,117793.19
2612,147047.42
2613,126275.78
2614,123703.11
2615,154029.88
2616,140459.28
2617,179211.14
2618,174614.75
2619,190335.33
2620,176747.44
2621,167855.6
2622,167095.38
2623,237950.33
2624,282236.1
2625,319944.06
2626,167498.1
2627,156355.8
2628,454708.97
2629,580867.2
2630,372730.4
2631,471969.8
2632,456331.56
2633,323376.38
2634,387965.28
2635,149501.36
2636,170602.84
2637,165657.9
2638,251668.92
2639,181622.56
2640,153748.22
2641,95812.89
2642,196513.27
2643,101436.32
2644,127090.32
2645,99389.914
2646,89443.27
2647,97199.35
2648,139403.19
2649,136704.56
2650,134761.0
2651,140346.53
2652,435061.2
2653,255840.44
2654,255097.6
2655,362722.8
2656,300097.9
2657,338523.84
2658,288921.03
2659,307294.2
2660,349481.25
2661,331339.56
2662,321881.44
2663,269030.4
2664,279918.88
2665,334174.6
2666,295766.94
2667,154350.72
2668,163643.61
2669,170782.89
2670,290868.88
2671,167422.56
2672,184636.98
2673,221593.7
2674,209530.2
2675,155830.67
2676,176323.19
2677,181471.02
2678,260839.88
2679,263324.22
2680,274133.3
2681,427338.12
2682,351432.22
2683,554009.4
2684,311879.6
2685,359027.66
2686,248529.8
2687,337697.2
2688,222265.53
2689,213516.8
2690,484159.75
2691,187459.1
2692,127245.38
2693,193769.39
2694,124777.69
2695,176321.28
2696,173746.9
2697,175138.6
2698,186372.03
2699,168893.55
2700,150726.98
2701,149681.27
2702,108827.17
2703,129196.336
2704,136203.64
2705,113800.13
2706,118517.234
2707,120666.234
2708,133312.33
2709,113533.35
2710,119813.42
2711,305816.94
2712,391777.16
2713,168243.14
2714,145145.95
2715,171379.52
2716,154713.3
2717,188994.16
2718,227297.88
2719,152261.88
2720,157069.5
2721,139567.23
2722,150062.97
2723,137004.72
2724,126583.24
2725,134145.33
2726,140449.78
2727,174277.84
2728,168725.25
2729,153904.95
2730,144434.56
2731,120504.12
2732,117093.43
2733,156119.8
2734,140997.11
2735,128780.375
2736,139064.0
2737,121733.06
2738,126737.195
2739,159170.34
2740,140592.77
2741,147369.78
2742,154360.62
2743,146368.47
2744,155567.23
2745,138964.22
2746,136521.61
2747,148274.19
2748,116692.625
2749,129005.484
2750,136690.88
2751,130195.36
2752,183032.97
2753,152508.55
2754,198870.72
2755,129490.87
2756,91853.73
2757,67274.484
2758,84553.74
2759,155955.47
2760,123316.164
2761,142490.19
2762,137775.1
2763,187417.73
2764,140876.02
2765,290265.03
2766,136065.6
2767,90254.62
2768,131388.02
2769,117697.7
2770,132402.7
2771,114156.79
2772,114978.6
2773,146878.11
2774,133549.28
2775,133461.92
2776,139394.36
2777,141056.56
2778,110927.164
2779,123502.85
2780,101597.57
2781,97265.37
2782,92696.484
2783,105272.26
2784,128472.8
2785,136741.38
2786,73224.23
2787,122102.94
2788,71928.11
2789,189719.03
2790,91929.1
2791,115605.984
2792,57800.227
2793,175027.47
2794,103805.61
2795,121146.266
2796,98631.4
2797,190758.84
2798,116635.11
2799,120341.15
2800,67322.59
2801,111375.695
2802,136180.23
2803,147087.9
2804,136893.56
2805,102424.47
2806,72627.62
2807,140987.81
2808,155673.6
2809,131863.25
2810,137433.69
2811,155479.95
2812,138906.1
2813,141610.14
2814,139449.61
2815,98081.95
2816,254825.55
2817,153561.17
2818,126356.74
2819,153905.0
2820,133579.75
2821,109824.664
2822,188594.61
2823,301186.62
2824,187431.34
2825,147922.08
2826,133915.28
2827,136499.97
2828,201562.69
2829,189152.62
2830,217779.88
2831,174394.17
2832,229573.6
2833,302833.78
2834,194191.67
2835,211652.7
2836,180809.0
2837,156264.5
2838,150966.58
2839,166960.02
2840,189524.12
2841,183349.22
2842,216400.36
2843,144219.14
2844,159329.06
2845,119929.375
2846,198424.88
2847,182628.75
2848,221352.64
2849,191040.39
2850,274548.38
2851,217967.34
2852,226590.78
2853,227217.39
2854,140328.53
2855,196192.56
2856,186278.38
2857,176712.34
2858,194129.22
2859,112058.68
2860,120526.99
2861,114088.13
2862,175186.12
2863,122019.52
2864,227429.48
2865,142859.95
2866,132235.31
2867,94746.82
2868,108239.875
2869,108893.84
2870,132303.14
2871,89949.55
2872,46431.28
2873,103336.38
2874,140879.67
2875,117813.29
2876,155145.61
2877,135653.19
2878,162300.47
2879,133415.81
2880,99938.93
2881,148248.28
2882,164503.47
2883,181664.61
2884,181138.53
2885,192221.97
2886,212698.67
2887,92952.305
2888,132676.08
2889,55353.875
2890,83647.414
2891,135138.28
2892,33798.742
2893,82058.81
2894,46903.332
2895,330311.4
2896,291680.66
2897,213703.66
2898,148570.03
2899,209070.22
2900,157230.53
2901,198734.52
2902,193282.83
2903,361223.62
2904,351313.8
2905,97642.24
2906,206014.81
2907,109422.24
2908,130165.164
2909,135457.97
2910,78693.24
2911,72816.96
2912,144306.78
2913,83513.414
2914,74266.14
2915,80787.19
2916,79641.14
2917,165448.77
2918,114177.59
2919,198950.25
